FIR_Number,Accused_Age,Accused_Gender,Accused_Occupation,Recidivist_Flag,Victim_Age,Victim_Gender
FIR-561/2025-cbe4,28,Male,Student,Yes,63,Male
FIR-445/2026-6b15,59,Male,Unemployed,No,17,Female
FIR-498/2025-17a8,18,Male,Unemployed,No,25,Female
FIR-596/2025-85f7,38,Male,Business,No,31,Male
FIR-714/2025-ff56,54,Male,Private Employee,No,63,Female
FIR-808/2026-bd22,54,Male,Laborer,No,12,Female
FIR-937/2025-6047,48,Male,Student,No,10,Male
FIR-683/2025-d4f7,19,Male,Private Employee,No,23,Male
FIR-745/2026-3828,52,Male,Business,Yes,69,Female
FIR-885/2025-f409,18,Male,Unemployed,No,44,Male
FIR-673/2026-db0f,39,Male,Student,No,15,Male
FIR-400/2026-92d6,47,Female,Student,Yes,67,Female
FIR-795/2025-1109,46,Male,Private Employee,Yes,44,Female
FIR-977/2026-638f,43,Male,Business,No,29,Female
FIR-693/2025-e0d7,55,Unknown,Unemployed,No,62,Female
FIR-770/2026-4707,57,Male,Student,Yes,43,Female
FIR-959/2026-9c50,56,Male,Business,No,29,Female
FIR-561/2026-06d7,22,Male,Private Employee,Yes,44,Male
FIR-244/2026-44b3,51,Male,Business,No,47,Female
FIR-314/2026-3577,40,Male,Unemployed,No,62,Female
FIR-212/2026-7a19,21,Male,Business,No,42,Male
FIR-198/2026-5742,48,Male,Business,No,26,Female
FIR-260/2025-bc02,28,Male,Student,No,50,Male
FIR-369/2026-7030,52,Male,Unemployed,No,61,Male
FIR-779/2026-3dd0,58,Male,Laborer,No,12,Female
FIR-940/2025-2ec5,47,Male,Private Employee,No,43,Female
FIR-942/2026-bad5,38,Male,Laborer,No,31,Male
FIR-545/2026-d77e,30,Male,Business,Yes,29,Male
FIR-458/2025-7ef8,29,Male,Student,No,42,Female
FIR-481/2025-d11f,24,Male,Laborer,No,58,Male
FIR-476/2025-0e75,24,Male,Laborer,Yes,54,Female
FIR-429/2025-8101,36,Male,Unemployed,No,46,Female
FIR-403/2026-c8af,41,Male,Student,No,36,Male
FIR-384/2026-beba,35,Male,Laborer,No,64,Female
FIR-764/2026-a223,31,Male,Unemployed,No,47,Male
FIR-920/2025-4f70,47,Male,Business,No,37,Male
FIR-105/2025-583c,20,Male,Student,No,59,Female
FIR-577/2026-0437,36,Male,Private Employee,No,29,Male
FIR-932/2026-1f03,46,Male,Unemployed,No,60,Male
FIR-960/2025-0558,47,Male,Unemployed,Yes,35,Male
FIR-601/2026-65df,48,Male,Laborer,Yes,62,Male
FIR-464/2025-ed5d,37,Male,Student,No,14,Female
FIR-717/2026-f93f,20,Male,Laborer,No,29,Male
FIR-467/2026-2778,25,Male,Private Employee,No,50,Male
FIR-248/2026-e0de,56,Female,Private Employee,Yes,51,Female
FIR-563/2026-fdbf,52,Male,Laborer,No,28,Male
FIR-337/2026-8611,39,Male,Private Employee,No,19,Male
FIR-142/2025-8d13,35,Male,Unemployed,No,20,Male
FIR-272/2026-2fbe,44,Male,Laborer,No,13,Male
FIR-172/2025-8e6d,28,Female,Student,No,62,Male
FIR-203/2025-8ce4,33,Male,Business,Yes,40,Female
FIR-610/2026-0c8b,43,Female,Private Employee,Yes,28,Female
FIR-258/2026-9024,52,Male,Business,Yes,35,Male
FIR-495/2026-730f,35,Male,Private Employee,Yes,17,Male
FIR-941/2026-fafd,55,Male,Laborer,Yes,25,Female
FIR-901/2025-8a5e,26,Male,Laborer,Yes,37,Male
FIR-850/2025-8c1d,27,Male,Private Employee,No,37,Male
FIR-371/2026-e398,41,Male,Laborer,No,47,Male
FIR-382/2025-2800,40,Unknown,Private Employee,No,47,Female
FIR-465/2025-20a1,56,Female,Unemployed,No,63,Male
FIR-517/2025-c012,21,Male,Student,No,24,Male
FIR-839/2026-e99e,22,Male,Business,No,40,Male
FIR-917/2025-3f58,53,Male,Laborer,No,14,Female
FIR-624/2026-5b45,38,Male,Unemployed,No,36,Male
FIR-367/2026-b837,25,Male,Private Employee,Yes,70,Male
FIR-313/2025-ce40,30,Female,Business,No,30,Female
FIR-455/2025-3c66,37,Male,Unemployed,No,25,Female
FIR-346/2025-9008,28,Male,Business,No,42,Male
FIR-157/2026-3b6b,57,Male,Unemployed,No,18,Male
FIR-437/2025-14ec,48,Male,Student,No,16,Female
FIR-932/2026-c84a,40,Male,Business,No,58,Female
FIR-321/2025-4516,25,Male,Unemployed,No,54,Male
FIR-658/2025-2468,46,Female,Business,No,66,Female
FIR-661/2026-d679,47,Male,Business,No,55,Male
FIR-348/2025-91e9,50,Male,Unemployed,No,30,Female
FIR-345/2025-32c7,38,Male,Unemployed,Yes,11,Male
FIR-211/2025-80c4,38,Male,Student,Yes,28,Female
FIR-942/2025-8a06,45,Male,Private Employee,No,33,Male
FIR-532/2026-da6f,47,Female,Student,No,44,Female
FIR-329/2026-59a1,56,Male,Student,No,36,Male
FIR-527/2025-c264,43,Male,Student,No,39,Female
FIR-683/2026-698d,30,Male,Unemployed,No,49,Male
FIR-811/2026-bf29,30,Male,Laborer,No,70,Male
FIR-840/2025-0fe6,45,Male,Student,No,21,Female
FIR-143/2026-e1cd,53,Male,Private Employee,Yes,69,Male
FIR-584/2025-8ecf,44,Male,Business,No,11,Female
FIR-391/2026-2b84,45,Male,Business,No,39,Male
FIR-411/2025-37eb,45,Female,Unemployed,No,37,Male
FIR-676/2026-d312,52,Male,Private Employee,No,23,Female
FIR-908/2025-3516,37,Male,Private Employee,Yes,46,Female
FIR-618/2025-a2d0,23,Male,Laborer,No,33,Male
FIR-872/2026-d85b,31,Male,Private Employee,No,45,Male
FIR-441/2026-d7ff,48,Male,Private Employee,No,15,Male
FIR-653/2026-ae83,39,Male,Laborer,Yes,41,Female
FIR-394/2025-10f5,52,Unknown,Unemployed,Yes,14,Male
FIR-127/2026-9289,19,Male,Student,Yes,66,Female
FIR-214/2025-8aca,49,Male,Private Employee,Yes,19,Male
FIR-660/2025-e9c9,58,Male,Business,No,37,Female
FIR-712/2026-b8f5,53,Female,Laborer,Yes,66,Female
FIR-213/2026-0606,51,Male,Unemployed,No,53,Female
FIR-836/2026-3a47,60,Male,Student,No,10,Male
FIR-503/2026-1825,45,Male,Student,No,51,Female
FIR-170/2026-4eaf,27,Male,Unemployed,No,36,Male
FIR-673/2026-f709,46,Male,Student,No,22,Female
FIR-222/2025-a604,48,Female,Laborer,No,55,Male
FIR-452/2026-1bfc,45,Male,Private Employee,No,25,Female
FIR-651/2025-59b6,33,Male,Student,No,40,Female
FIR-854/2026-f6ae,44,Male,Student,No,52,Female
FIR-469/2026-feff,38,Male,Business,No,12,Female
FIR-327/2026-d28d,44,Male,Unemployed,No,60,Female
FIR-309/2025-8d4a,25,Male,Private Employee,Yes,67,Male
FIR-339/2025-ee3a,40,Male,Student,No,23,Female
FIR-401/2026-a690,20,Male,Private Employee,No,27,Female
FIR-408/2026-a122,39,Female,Private Employee,No,53,Male
FIR-840/2026-73fb,33,Male,Unemployed,No,26,Male
FIR-773/2025-6a87,18,Male,Private Employee,Yes,43,Male
FIR-163/2025-ef3f,24,Male,Business,Yes,18,Female
FIR-846/2026-2c58,57,Male,Private Employee,No,68,Female
FIR-768/2026-6569,41,Male,Business,No,22,Male
FIR-844/2026-c680,27,Male,Student,Yes,13,Male
FIR-286/2026-a312,19,Male,Student,Yes,70,Male
FIR-268/2025-a4c3,48,Male,Laborer,Yes,13,Male
FIR-155/2026-ce2b,21,Unknown,Unemployed,Yes,32,Male
FIR-536/2025-cb43,58,Unknown,Private Employee,No,37,Female
FIR-740/2025-cce6,51,Male,Business,No,28,Male
FIR-384/2025-7603,58,Male,Unemployed,No,49,Female
FIR-642/2026-55a4,38,Male,Business,No,51,Male
FIR-197/2026-9a21,58,Male,Unemployed,No,40,Male
FIR-791/2026-575b,45,Male,Laborer,No,53,Male
FIR-953/2025-9503,51,Female,Private Employee,Yes,44,Male
FIR-859/2026-0a80,42,Male,Unemployed,No,61,Female
FIR-404/2026-bd20,56,Unknown,Unemployed,No,25,Male
FIR-103/2025-682a,56,Male,Private Employee,Yes,19,Female
FIR-919/2026-6a9d,58,Male,Laborer,Yes,55,Female
FIR-313/2025-63c6,55,Male,Student,No,26,Female
FIR-609/2025-b461,57,Male,Business,No,70,Female
FIR-788/2025-ed3e,55,Unknown,Private Employee,No,60,Female
FIR-419/2026-c6fa,37,Unknown,Unemployed,Yes,19,Male
FIR-812/2025-3cd1,44,Male,Private Employee,No,45,Female
FIR-790/2026-b195,57,Male,Private Employee,Yes,40,Male
FIR-368/2026-7214,33,Male,Business,No,62,Female
FIR-785/2025-8e5d,33,Male,Business,No,60,Female
FIR-969/2026-4e2d,54,Male,Laborer,No,39,Female
FIR-479/2026-e086,56,Male,Unemployed,Yes,28,Female
FIR-927/2025-b3f2,55,Female,Private Employee,No,54,Male
FIR-989/2025-d7db,44,Male,Unemployed,No,46,Male
FIR-864/2026-39f0,20,Male,Unemployed,Yes,65,Male
FIR-758/2026-e275,51,Male,Unemployed,No,50,Male
FIR-453/2026-0ee7,43,Male,Unemployed,No,25,Female
FIR-607/2025-ff7a,36,Male,Unemployed,Yes,23,Male
FIR-891/2026-7777,41,Male,Private Employee,No,57,Female
FIR-828/2025-10d9,41,Male,Laborer,No,47,Male
FIR-690/2025-a9d4,45,Male,Business,No,23,Female
FIR-824/2025-c639,24,Male,Laborer,Yes,21,Female
FIR-458/2025-63f5,28,Male,Laborer,Yes,70,Female
FIR-725/2026-df09,42,Male,Unemployed,No,68,Male
FIR-463/2026-c8db,46,Male,Laborer,No,27,Female
FIR-374/2025-79b9,31,Male,Private Employee,No,19,Male
FIR-866/2026-629f,38,Male,Private Employee,No,31,Male
FIR-163/2026-03f5,44,Male,Business,Yes,59,Female
FIR-413/2026-7557,32,Male,Business,No,51,Male
FIR-402/2026-54c4,21,Male,Business,Yes,66,Female
FIR-589/2025-7987,54,Male,Business,No,17,Female
FIR-443/2026-8db4,60,Male,Business,No,13,Male
FIR-659/2026-8431,31,Male,Private Employee,No,50,Male
FIR-663/2025-2b9f,49,Male,Business,No,47,Female
FIR-131/2025-d683,39,Male,Student,Yes,53,Female
FIR-321/2026-6478,35,Male,Unemployed,No,49,Female
FIR-103/2026-f3cc,58,Male,Laborer,No,24,Female
FIR-355/2026-0819,33,Male,Student,No,69,Female
FIR-252/2026-665c,49,Male,Student,No,65,Female
FIR-547/2026-1d17,20,Male,Unemployed,Yes,40,Female
FIR-132/2025-9dc3,40,Male,Business,No,22,Female
FIR-415/2025-94c9,31,Male,Private Employee,No,51,Male
FIR-702/2025-b313,38,Male,Business,No,27,Female
FIR-972/2025-f942,25,Male,Student,No,63,Female
FIR-190/2026-b4a0,32,Male,Student,Yes,29,Female
FIR-255/2025-cf3b,33,Male,Student,No,16,Female
FIR-683/2026-bf0f,39,Unknown,Business,No,14,Male
FIR-470/2025-2d41,47,Female,Laborer,Yes,61,Female
FIR-723/2026-4d02,20,Male,Laborer,No,68,Male
FIR-921/2025-0388,23,Male,Laborer,No,62,Male
FIR-725/2025-f2cd,46,Female,Business,No,10,Male
FIR-898/2026-2d0f,24,Unknown,Business,No,63,Male
FIR-886/2026-be0c,44,Male,Student,Yes,55,Male
FIR-436/2026-b729,50,Male,Laborer,Yes,59,Male
FIR-635/2025-c7ea,19,Male,Private Employee,No,55,Male
FIR-444/2025-f55d,37,Male,Unemployed,Yes,38,Male
FIR-783/2026-0895,23,Male,Business,No,27,Male
FIR-447/2025-f04a,56,Male,Unemployed,No,23,Female
FIR-339/2026-220e,21,Female,Student,No,49,Female
FIR-497/2026-6750,40,Male,Private Employee,No,31,Male
FIR-569/2026-4cc4,39,Male,Laborer,No,21,Male
FIR-510/2026-858d,18,Male,Business,No,30,Male
FIR-312/2025-71eb,41,Male,Laborer,No,67,Female
FIR-534/2026-b2d7,30,Male,Laborer,Yes,48,Female
FIR-701/2025-a16e,39,Male,Student,No,19,Female
FIR-145/2025-f27c,57,Male,Private Employee,No,14,Female
FIR-183/2025-ef70,31,Male,Business,Yes,19,Female
FIR-202/2025-7ba9,18,Female,Laborer,No,27,Female
FIR-870/2026-495e,40,Male,Student,No,53,Female
FIR-991/2026-fe86,39,Male,Laborer,Yes,61,Female
FIR-843/2025-e717,19,Male,Private Employee,Yes,37,Female
FIR-975/2026-c245,52,Female,Private Employee,No,35,Male
FIR-414/2026-6b1c,27,Male,Business,No,13,Female
FIR-408/2025-f67d,56,Male,Business,No,32,Female
FIR-639/2025-4d2b,22,Female,Business,No,24,Female
FIR-956/2026-52b4,23,Male,Student,No,43,Female
FIR-672/2025-1ce5,25,Male,Laborer,Yes,14,Female
FIR-499/2026-352a,48,Female,Laborer,No,10,Female
FIR-144/2026-2879,52,Female,Student,No,70,Male
FIR-365/2025-e16a,31,Male,Laborer,Yes,19,Female
FIR-681/2026-1e96,28,Male,Student,No,32,Female
FIR-183/2026-15cd,56,Male,Private Employee,Yes,18,Male
FIR-199/2026-26ae,46,Male,Business,No,44,Female
FIR-252/2025-3453,23,Male,Unemployed,Yes,62,Female
FIR-593/2025-4155,39,Male,Business,No,37,Female
FIR-518/2026-7422,32,Male,Private Employee,Yes,45,Female
FIR-145/2026-a8fc,55,Male,Business,Yes,36,Female
FIR-941/2026-e8dc,23,Female,Private Employee,Yes,57,Female
FIR-364/2026-138c,28,Female,Unemployed,Yes,12,Female
FIR-577/2025-25d4,41,Male,Laborer,No,29,Male
FIR-736/2026-10e7,53,Male,Business,No,33,Female
FIR-868/2025-3903,36,Male,Private Employee,No,17,Male
FIR-864/2025-4696,60,Male,Laborer,Yes,37,Male
FIR-776/2026-697a,39,Male,Laborer,Yes,48,Male
FIR-855/2026-faa3,26,Male,Unemployed,No,21,Male
FIR-906/2025-8cac,57,Male,Unemployed,No,65,Male
FIR-267/2026-70ff,30,Male,Private Employee,No,44,Female
FIR-329/2025-c88f,30,Male,Private Employee,Yes,59,Female
FIR-777/2025-908d,41,Unknown,Student,No,62,Male
FIR-391/2026-731b,43,Male,Laborer,No,41,Female
FIR-596/2025-e3db,23,Male,Student,No,52,Female
FIR-750/2025-91ea,24,Female,Laborer,Yes,39,Female
FIR-987/2026-a7fe,39,Male,Private Employee,No,42,Male
FIR-147/2025-c9a1,55,Male,Private Employee,No,23,Male
FIR-103/2025-dccb,58,Unknown,Private Employee,Yes,42,Female
FIR-774/2025-6346,30,Male,Laborer,No,48,Female
FIR-645/2026-aa8b,43,Male,Unemployed,No,59,Male
FIR-797/2026-e13d,18,Male,Business,Yes,21,Male
FIR-639/2025-37db,47,Unknown,Student,No,53,Female
FIR-596/2025-3db1,43,Male,Student,No,13,Female
FIR-742/2025-0e5c,59,Male,Unemployed,No,49,Male
FIR-331/2025-0151,25,Male,Business,No,21,Female
FIR-665/2026-029f,58,Female,Business,No,52,Male
FIR-897/2025-f213,30,Female,Laborer,No,24,Male
FIR-871/2025-a1a3,49,Male,Private Employee,Yes,62,Female
FIR-638/2025-e44e,22,Male,Unemployed,Yes,25,Female
FIR-512/2026-b734,29,Male,Private Employee,Yes,41,Female
FIR-716/2026-84f3,20,Male,Unemployed,No,33,Female
FIR-473/2025-bfdc,29,Male,Laborer,Yes,10,Male
FIR-942/2026-d5d8,45,Male,Unemployed,No,60,Female
FIR-320/2026-3002,25,Male,Business,No,54,Male
FIR-753/2026-1419,21,Male,Private Employee,No,19,Female
FIR-545/2026-0fe8,54,Male,Private Employee,No,48,Female
FIR-729/2025-1f63,45,Male,Unemployed,No,10,Male
FIR-860/2026-fae2,56,Male,Student,No,59,Female
FIR-187/2026-b242,24,Male,Student,No,17,Male
FIR-485/2026-9697,25,Male,Business,No,34,Female
FIR-742/2025-d9e6,32,Male,Business,Yes,67,Male
FIR-227/2025-090a,43,Male,Laborer,Yes,26,Male
FIR-605/2025-6e0e,58,Male,Student,Yes,67,Male
FIR-638/2026-caf1,34,Male,Business,Yes,11,Female
FIR-320/2026-4636,29,Male,Unemployed,No,39,Female
FIR-636/2026-6d7c,35,Unknown,Unemployed,No,19,Female
FIR-405/2026-6920,27,Male,Laborer,No,60,Male
FIR-645/2025-3c8a,30,Male,Private Employee,No,16,Female
FIR-423/2025-f376,38,Unknown,Private Employee,No,70,Female
FIR-736/2026-b070,45,Female,Student,Yes,35,Female
FIR-705/2025-15dc,46,Male,Private Employee,No,52,Male
FIR-636/2026-85f9,38,Male,Unemployed,No,59,Male
FIR-395/2025-f7b4,60,Male,Business,No,13,Female
FIR-955/2026-d778,19,Female,Student,No,65,Male
FIR-620/2025-0e17,47,Male,Business,No,38,Male
FIR-596/2026-f185,51,Male,Laborer,No,44,Female
FIR-903/2025-3a65,45,Female,Business,Yes,56,Female
FIR-158/2025-4440,43,Male,Laborer,No,66,Female
FIR-679/2026-bb0e,49,Male,Unemployed,No,63,Female
FIR-822/2025-90dd,28,Male,Laborer,No,59,Female
FIR-454/2025-30c6,43,Male,Laborer,Yes,70,Male
FIR-567/2025-8f31,30,Male,Unemployed,No,28,Male
FIR-598/2025-4d2c,55,Male,Laborer,No,39,Female
FIR-986/2025-9710,53,Male,Business,No,54,Male
FIR-221/2025-89e7,60,Female,Student,No,26,Male
FIR-951/2026-70fc,25,Male,Student,Yes,19,Female
FIR-614/2026-eb64,54,Male,Laborer,Yes,55,Female
FIR-996/2026-d2f7,54,Male,Private Employee,Yes,18,Female
FIR-200/2025-3dd2,42,Male,Business,No,12,Female
FIR-106/2025-04aa,45,Male,Business,No,25,Female
FIR-424/2025-a9cf,31,Female,Laborer,No,63,Male
FIR-423/2026-49e4,36,Female,Laborer,No,49,Female
FIR-256/2026-3379,32,Male,Unemployed,No,54,Male
FIR-163/2026-e396,26,Male,Unemployed,No,49,Female
FIR-520/2026-baf8,48,Male,Laborer,Yes,29,Male
FIR-158/2025-bba8,26,Male,Unemployed,No,50,Female
FIR-673/2026-8c51,21,Male,Unemployed,Yes,29,Female
FIR-765/2026-2748,28,Male,Private Employee,No,20,Male
FIR-693/2025-2d30,54,Male,Private Employee,Yes,30,Male
FIR-139/2025-190b,52,Female,Laborer,Yes,69,Female
FIR-495/2026-5fdb,28,Male,Student,No,51,Male
FIR-870/2025-7423,18,Male,Business,No,34,Female
FIR-455/2026-29d1,41,Male,Private Employee,Yes,53,Male
FIR-524/2025-61e6,29,Male,Private Employee,No,67,Male
FIR-229/2025-5490,46,Male,Business,No,62,Female
FIR-412/2026-02f1,53,Male,Laborer,No,44,Female
FIR-256/2025-d1a4,18,Male,Unemployed,Yes,23,Female
FIR-637/2025-8164,24,Male,Private Employee,Yes,66,Female
FIR-130/2026-8653,40,Male,Business,No,50,Male
FIR-593/2026-edb5,44,Male,Business,No,52,Male
FIR-168/2026-1287,51,Male,Laborer,Yes,23,Male
FIR-449/2025-6ec1,58,Male,Student,No,12,Male
FIR-182/2025-8524,44,Male,Private Employee,No,35,Female
FIR-686/2026-86d0,60,Male,Business,No,11,Female
FIR-819/2025-aaa9,38,Male,Unemployed,No,26,Male
FIR-916/2026-6165,46,Male,Private Employee,No,31,Female
FIR-347/2026-e2bd,21,Unknown,Business,Yes,70,Female
FIR-186/2025-d185,58,Male,Business,No,62,Male
FIR-494/2025-cf1b,55,Male,Laborer,Yes,27,Male
FIR-920/2026-9191,21,Male,Laborer,No,29,Male
FIR-250/2026-c6a3,20,Male,Business,No,48,Male
FIR-225/2025-6ab1,18,Male,Laborer,No,10,Female
FIR-340/2026-ceba,35,Female,Private Employee,No,31,Male
FIR-557/2026-3b81,52,Female,Student,Yes,70,Male
FIR-510/2025-903d,52,Unknown,Laborer,No,35,Female
FIR-261/2026-ea9b,23,Male,Unemployed,Yes,23,Female
FIR-421/2026-226a,49,Male,Laborer,Yes,23,Male
FIR-786/2026-28e3,51,Male,Laborer,No,10,Female
FIR-780/2025-3bcc,44,Male,Unemployed,No,23,Female
FIR-776/2025-362a,19,Male,Business,No,57,Female
FIR-167/2025-08ff,30,Male,Laborer,No,50,Female
FIR-842/2026-b759,37,Female,Business,Yes,39,Male
FIR-372/2025-3495,33,Male,Business,Yes,33,Female
FIR-793/2025-570e,33,Male,Business,No,39,Female
FIR-732/2025-c2a5,26,Male,Laborer,Yes,47,Female
FIR-935/2025-4955,58,Male,Student,No,66,Female
FIR-608/2025-86a7,19,Male,Private Employee,No,61,Female
FIR-938/2026-15f9,40,Male,Laborer,No,34,Female
FIR-580/2025-a516,53,Male,Private Employee,No,56,Male
FIR-194/2026-62c1,59,Male,Private Employee,No,32,Female
FIR-225/2025-bc30,34,Female,Business,No,34,Male
FIR-892/2026-6ff3,37,Male,Laborer,No,45,Female
FIR-378/2025-3096,37,Male,Unemployed,No,22,Male
FIR-634/2025-8755,43,Male,Student,Yes,66,Male
FIR-597/2026-0856,57,Male,Laborer,Yes,10,Male
FIR-463/2026-7ed8,46,Male,Laborer,No,53,Female
FIR-258/2025-fb78,30,Male,Business,No,11,Male
FIR-109/2025-431f,34,Male,Private Employee,Yes,61,Male
FIR-597/2025-23dd,25,Male,Business,No,42,Female
FIR-620/2026-c235,36,Male,Unemployed,No,21,Female
FIR-577/2025-522e,57,Male,Private Employee,No,37,Female
FIR-765/2025-0ee1,34,Male,Student,No,67,Male
FIR-227/2026-c4b0,20,Male,Private Employee,No,34,Male
FIR-381/2026-07a2,25,Male,Laborer,No,67,Female
FIR-936/2025-f8b9,50,Male,Unemployed,Yes,35,Female
FIR-228/2026-77ac,54,Female,Unemployed,No,55,Female
FIR-146/2025-466c,30,Male,Private Employee,Yes,40,Female
FIR-631/2025-a0ea,44,Male,Student,Yes,66,Male
FIR-313/2026-b05b,53,Male,Student,No,56,Female
FIR-795/2026-980d,51,Male,Student,Yes,57,Female
FIR-896/2026-deb0,28,Male,Private Employee,No,50,Female
FIR-311/2026-4984,26,Male,Unemployed,Yes,15,Female
FIR-552/2025-fcd7,31,Male,Unemployed,No,56,Female
FIR-218/2025-e70e,24,Male,Business,No,21,Female
FIR-603/2025-58f7,60,Male,Unemployed,No,70,Male
FIR-625/2026-e514,33,Male,Student,Yes,16,Male
FIR-599/2025-9c54,46,Unknown,Laborer,No,27,Male
FIR-922/2025-db4c,58,Unknown,Student,Yes,42,Male
FIR-301/2025-5887,47,Male,Private Employee,No,56,Female
FIR-857/2026-ea12,33,Male,Laborer,No,16,Male
FIR-424/2026-428c,57,Male,Private Employee,No,20,Female
FIR-502/2025-7ae1,36,Male,Business,No,45,Male
FIR-116/2025-8381,33,Male,Private Employee,No,54,Female
FIR-589/2026-f507,37,Male,Private Employee,No,59,Male
FIR-198/2026-471c,42,Female,Unemployed,No,35,Male
FIR-544/2026-c5b4,56,Male,Private Employee,No,60,Male
FIR-172/2026-fbb9,59,Male,Business,No,59,Male
FIR-121/2026-1adf,22,Male,Laborer,No,25,Male
FIR-842/2025-a3c2,25,Male,Student,No,63,Male
FIR-248/2025-aca7,46,Male,Laborer,No,70,Male
FIR-258/2026-6c4b,50,Male,Student,No,55,Female
FIR-614/2025-23f6,26,Male,Student,No,26,Female
FIR-347/2026-513a,48,Male,Student,Yes,43,Female
FIR-999/2025-f4d5,44,Male,Laborer,No,41,Male
FIR-314/2025-9a85,30,Male,Laborer,No,28,Female
FIR-592/2026-8bb2,30,Male,Laborer,No,15,Male
FIR-350/2026-4ae6,30,Male,Business,No,44,Female
FIR-207/2025-e5d1,50,Male,Student,No,69,Female
FIR-475/2026-da20,28,Male,Business,Yes,65,Male
FIR-444/2026-b716,34,Male,Unemployed,Yes,37,Male
FIR-212/2026-5a59,18,Male,Private Employee,No,51,Female
FIR-217/2025-db13,22,Male,Unemployed,Yes,18,Female
FIR-282/2025-9edd,43,Male,Private Employee,No,34,Female
FIR-270/2026-d299,40,Male,Laborer,No,25,Female
FIR-330/2026-2c1a,18,Male,Student,No,69,Male
FIR-481/2026-15ce,32,Male,Laborer,No,69,Male
FIR-182/2025-057f,20,Male,Business,Yes,44,Male
FIR-663/2026-318d,34,Male,Private Employee,No,38,Male
FIR-260/2026-2515,60,Male,Private Employee,No,67,Female
FIR-755/2026-4172,51,Male,Business,No,51,Female
FIR-317/2026-7e90,57,Male,Private Employee,No,47,Male
FIR-581/2026-369e,27,Male,Unemployed,No,65,Male
FIR-102/2025-9f4f,52,Male,Unemployed,Yes,47,Female
FIR-582/2025-392c,24,Female,Private Employee,No,50,Female
FIR-539/2025-47fc,22,Male,Laborer,No,36,Female
FIR-661/2026-e32c,20,Male,Laborer,Yes,49,Female
FIR-215/2026-1ce8,57,Male,Student,No,26,Male
FIR-724/2026-e98c,48,Male,Student,Yes,30,Male
FIR-421/2026-5306,30,Male,Student,Yes,52,Female
FIR-268/2026-4a36,31,Male,Private Employee,No,10,Male
FIR-210/2026-351d,41,Male,Business,No,45,Male
FIR-100/2025-a89a,44,Male,Laborer,No,34,Male
FIR-877/2025-edab,41,Male,Student,No,22,Female
FIR-102/2025-a913,53,Male,Private Employee,Yes,51,Male
FIR-217/2025-e480,38,Male,Unemployed,No,26,Male
FIR-762/2025-3fba,50,Male,Business,Yes,61,Male
FIR-665/2026-8b21,37,Male,Laborer,No,11,Male
FIR-302/2026-319a,36,Male,Unemployed,No,59,Male
FIR-309/2026-22c8,55,Male,Business,No,48,Female
FIR-976/2025-b299,60,Male,Business,Yes,45,Female
FIR-643/2025-25b8,26,Male,Business,No,26,Male
FIR-687/2026-95b1,31,Female,Laborer,No,12,Male
FIR-112/2025-f649,49,Male,Student,No,23,Female
FIR-945/2025-e74b,35,Male,Student,No,25,Male
FIR-282/2026-1a84,31,Female,Student,Yes,39,Female
FIR-521/2025-40e3,38,Male,Student,Yes,16,Male
FIR-418/2026-5344,19,Male,Business,No,24,Female
FIR-428/2025-1cec,33,Male,Business,No,28,Male
FIR-102/2026-41d9,37,Male,Student,No,22,Female
FIR-533/2025-114d,27,Male,Private Employee,No,14,Female
FIR-919/2026-4b8a,47,Female,Student,No,37,Female
FIR-104/2026-b7ee,36,Male,Business,Yes,37,Male
FIR-438/2025-e420,41,Male,Private Employee,No,26,Female
FIR-923/2025-dc5e,38,Male,Private Employee,No,13,Male
FIR-676/2026-9680,26,Male,Unemployed,No,53,Female
FIR-605/2026-f8ad,43,Male,Private Employee,Yes,34,Male
FIR-610/2026-ea8e,30,Female,Student,No,60,Female
FIR-636/2025-6ce1,56,Male,Laborer,No,58,Female
FIR-490/2026-2a47,19,Female,Student,No,52,Female
FIR-549/2025-aa97,58,Male,Private Employee,No,69,Male
FIR-388/2026-c371,51,Male,Laborer,No,30,Female
FIR-784/2025-7ff3,42,Male,Student,No,11,Male
FIR-976/2025-656c,50,Male,Laborer,Yes,40,Male
FIR-587/2026-1a4c,56,Male,Business,No,56,Female
FIR-371/2026-1687,57,Male,Unemployed,No,41,Female
FIR-327/2025-39db,57,Male,Private Employee,No,15,Male
FIR-278/2025-c350,44,Male,Unemployed,Yes,69,Male
FIR-163/2026-eace,28,Male,Student,Yes,49,Male
FIR-147/2026-a5c4,37,Male,Private Employee,Yes,68,Female
FIR-301/2025-7eba,44,Male,Student,Yes,31,Female
FIR-340/2025-4196,41,Male,Business,No,27,Male
FIR-917/2025-6412,40,Male,Student,No,62,Female
FIR-656/2026-7f5e,45,Male,Unemployed,No,45,Female
FIR-956/2025-f7e4,49,Male,Business,No,20,Female
FIR-412/2026-6bd7,57,Male,Business,No,27,Male
FIR-963/2026-e006,21,Male,Private Employee,No,34,Female
FIR-276/2026-dc76,60,Unknown,Unemployed,No,15,Male
FIR-870/2025-08cb,19,Male,Laborer,No,52,Male
FIR-731/2025-1b98,50,Male,Business,No,46,Female
FIR-368/2025-65e9,32,Male,Business,Yes,68,Female
FIR-814/2025-0cbc,28,Female,Laborer,Yes,35,Male
FIR-543/2026-a24c,25,Unknown,Private Employee,Yes,32,Female
FIR-641/2026-f213,51,Male,Business,Yes,27,Male
