FIR_Number,Date,District,Police_Station,Latitude,Longitude,Crime_Head,Status
FIR-575/2025-9f0b,2025-03-10,Bengaluru City,Indiranagar PS,12.9538,77.62586,Robbery,Pending Trial
FIR-218/2026-1dbc,2025-11-28,Belagavi Dist,Khadebazar PS,15.87666,74.536,NDPS,Charge Sheeted
FIR-255/2026-170c,2025-08-19,Bengaluru City,Cubbon Park PS,13.01138,77.60145,Robbery,Pending Trial
FIR-316/2025-221c,2025-11-01,Mysuru City,Saraswathipuram PS,12.24618,76.59906,Cyber Crime,Closed
FIR-738/2025-3bd8,2025-08-06,Belagavi Dist,Belagavi Camp PS,15.84848,74.5184,Cyber Crime,Under Investigation
FIR-222/2025-e7e9,2025-04-19,Belagavi Dist,Belagavi Camp PS,15.80545,74.48825,Robbery,Pending Trial
FIR-750/2025-7d7a,2025-09-07,Bengaluru City,Malleswaram PS,12.92719,77.62916,Theft,Closed
FIR-464/2025-65a9,2025-11-24,Hubballi Dharwad City,Vidyanagar PS,15.35681,75.1301,NDPS,Under Investigation
FIR-376/2026-951d,2025-12-17,Mysuru City,Saraswathipuram PS,12.28652,76.68877,Theft,Under Investigation
FIR-155/2026-1ccc,2025-11-18,Belagavi Dist,Belagavi Camp PS,15.83087,74.46534,Assault,Closed
FIR-787/2025-102f,2025-09-04,Mysuru City,Devaraja PS,12.31178,76.6327,Murder,Closed
FIR-554/2025-0575,2025-01-28,Tumakuru,Kyathasandra PS,13.38287,77.09034,Robbery,Under Investigation
FIR-812/2025-59d1,2025-06-29,Mysuru City,Kuvempunagar PS,12.29042,76.60304,Robbery,Pending Trial
FIR-381/2025-c2ce,2025-10-17,Belagavi Dist,Tilakwadi PS,15.80362,74.51767,Cyber Crime,Closed
FIR-741/2026-c30e,2025-01-30,Belagavi Dist,Belagavi Camp PS,15.80397,74.52543,POCSO,Closed
FIR-604/2026-c1a2,2025-05-17,Bengaluru City,Koramangala PS,13.01865,77.57805,POCSO,Charge Sheeted
FIR-223/2026-6d7b,2025-12-12,Tumakuru,Tumakuru Town PS,13.29718,77.10459,Cyber Crime,Charge Sheeted
FIR-224/2026-2915,2025-02-22,Mysuru City,Kuvempunagar PS,12.25366,76.68732,Robbery,Under Investigation
FIR-338/2026-f877,2025-07-24,Tumakuru,Tumakuru Town PS,13.36493,77.06641,Cyber Crime,Under Investigation
FIR-984/2025-6380,2025-04-01,Hubballi Dharwad City,Vidyanagar PS,15.35419,75.09208,Robbery,Closed
FIR-331/2026-e026,2025-05-07,Hubballi Dharwad City,Dharwad Suburban PS,15.38798,75.10506,NDPS,Closed
FIR-429/2026-e0bd,2025-05-10,Hubballi Dharwad City,Vidyanagar PS,15.40121,75.1012,Cyber Crime,Pending Trial
FIR-287/2025-e0e5,2025-11-21,Bengaluru City,Koramangala PS,12.96985,77.64095,Theft,Closed
FIR-618/2026-d339,2025-02-01,Mysuru City,Saraswathipuram PS,12.30042,76.64342,Theft,Under Investigation
FIR-827/2025-4ec9,2025-02-23,Tumakuru,Tumakuru Town PS,13.3219,77.14518,Murder,Charge Sheeted
FIR-307/2025-bc33,2025-08-01,Tumakuru,Tumakuru Town PS,13.28986,77.06163,NDPS,Pending Trial
FIR-785/2025-534f,2025-12-25,Tumakuru,Kyathasandra PS,13.38443,77.13749,Theft,Charge Sheeted
FIR-808/2025-6c76,2025-02-02,Belagavi Dist,Belagavi Camp PS,15.81263,74.54012,Cyber Crime,Pending Trial
FIR-150/2025-0fe2,2025-12-23,Hubballi Dharwad City,Dharwad Suburban PS,15.37224,75.07462,Assault,Closed
FIR-875/2026-a09e,2025-11-07,Bengaluru City,Cubbon Park PS,13.00781,77.57656,POCSO,Closed
FIR-862/2026-190f,2025-05-02,Hubballi Dharwad City,Vidyanagar PS,15.35655,75.13544,Cyber Crime,Closed
FIR-996/2025-b9b4,2025-11-12,Belagavi Dist,Tilakwadi PS,15.80291,74.53441,Robbery,Pending Trial
FIR-408/2025-d6dd,2025-09-05,Bengaluru City,Indiranagar PS,12.95117,77.59089,Cheating,Under Investigation
FIR-260/2026-d90a,2025-01-24,Belagavi Dist,Tilakwadi PS,15.84584,74.52586,Theft,Charge Sheeted
FIR-324/2026-419c,2025-01-13,Bengaluru City,Koramangala PS,13.00933,77.56039,Assault,Pending Trial
FIR-195/2026-af66,2025-09-27,Belagavi Dist,Belagavi Camp PS,15.83533,74.52706,Murder,Charge Sheeted
FIR-875/2025-c571,2025-06-29,Mysuru City,Saraswathipuram PS,12.31941,76.62685,Murder,Charge Sheeted
FIR-319/2025-2a2d,2025-09-20,Mysuru City,Devaraja PS,12.34195,76.59099,Assault,Closed
FIR-175/2025-5ded,2025-10-10,Bengaluru City,Malleswaram PS,12.98514,77.62089,Theft,Pending Trial
FIR-856/2025-ecac,2025-10-27,Tumakuru,Tumakuru Town PS,13.3154,77.09381,Cyber Crime,Charge Sheeted
FIR-791/2025-6421,2025-12-11,Belagavi Dist,Belagavi Camp PS,15.81014,74.48469,Assault,Charge Sheeted
FIR-619/2025-7c1a,2025-08-24,Tumakuru,Tumakuru Town PS,13.38789,77.11407,Robbery,Charge Sheeted
FIR-750/2025-7744,2025-03-26,Mysuru City,Kuvempunagar PS,12.31883,76.63207,Robbery,Under Investigation
FIR-855/2025-8153,2025-01-29,Bengaluru City,Cubbon Park PS,13.00266,77.62054,Theft,Pending Trial
FIR-841/2025-2cba,2025-09-01,Bengaluru City,Indiranagar PS,12.99774,77.60218,Theft,Pending Trial
FIR-838/2025-d739,2025-05-12,Tumakuru,Kyathasandra PS,13.3148,77.13653,Theft,Closed
FIR-254/2025-20d6,2025-09-27,Mysuru City,Saraswathipuram PS,12.26044,76.63856,Cyber Crime,Pending Trial
FIR-449/2026-5906,2025-08-02,Bengaluru City,Malleswaram PS,13.01947,77.61504,Murder,Pending Trial
FIR-691/2026-e6e2,2025-06-12,Tumakuru,Kyathasandra PS,13.35664,77.15054,Assault,Pending Trial
FIR-917/2026-3f59,2025-03-10,Bengaluru City,Malleswaram PS,12.98163,77.61421,POCSO,Under Investigation
FIR-556/2026-20d4,2025-08-27,Bengaluru City,Koramangala PS,12.98241,77.59872,Theft,Pending Trial
FIR-526/2025-06aa,2025-03-07,Hubballi Dharwad City,Hubballi Town PS,15.32349,75.17336,Robbery,Pending Trial
FIR-390/2025-727d,2025-12-14,Hubballi Dharwad City,Dharwad Suburban PS,15.38577,75.15954,Assault,Pending Trial
FIR-141/2025-a3b2,2025-12-24,Mysuru City,Devaraja PS,12.3301,76.60484,NDPS,Closed
FIR-800/2025-6ca9,2025-09-04,Hubballi Dharwad City,Dharwad Suburban PS,15.32349,75.12021,Cheating,Closed
FIR-200/2025-94f8,2025-05-28,Bengaluru City,Indiranagar PS,12.93344,77.5486,POCSO,Under Investigation
FIR-690/2026-f927,2025-05-20,Tumakuru,Kyathasandra PS,13.32897,77.07898,Robbery,Charge Sheeted
FIR-610/2026-19d1,2025-01-09,Belagavi Dist,Belagavi Camp PS,15.81548,74.52921,NDPS,Closed
FIR-338/2026-f872,2025-05-24,Mysuru City,Saraswathipuram PS,12.28251,76.68356,Cheating,Closed
FIR-142/2026-8b17,2025-10-24,Mysuru City,Kuvempunagar PS,12.2596,76.59199,Theft,Pending Trial
FIR-846/2026-ee2b,2025-04-10,Hubballi Dharwad City,Vidyanagar PS,15.36995,75.08354,NDPS,Charge Sheeted
FIR-756/2025-ffad,2025-04-21,Bengaluru City,Indiranagar PS,13.01571,77.62147,Murder,Closed
FIR-583/2026-70ad,2025-04-19,Mysuru City,Saraswathipuram PS,12.29475,76.66009,Cheating,Charge Sheeted
FIR-411/2025-6daf,2025-07-12,Bengaluru City,Indiranagar PS,12.9405,77.57255,Cheating,Closed
FIR-124/2026-6099,2025-02-17,Tumakuru,Kyathasandra PS,13.30196,77.13156,Murder,Charge Sheeted
FIR-535/2025-d1d4,2025-01-21,Belagavi Dist,Belagavi Camp PS,15.82116,74.52669,NDPS,Under Investigation
FIR-784/2025-a314,2025-10-15,Tumakuru,Kyathasandra PS,13.36479,77.08829,Cyber Crime,Closed
FIR-977/2026-c37e,2025-11-01,Bengaluru City,Malleswaram PS,12.92654,77.60265,Assault,Under Investigation
FIR-358/2025-c30e,2025-05-03,Belagavi Dist,Tilakwadi PS,15.84911,74.46579,NDPS,Under Investigation
FIR-251/2026-5096,2025-06-25,Bengaluru City,Cubbon Park PS,13.01627,77.63074,NDPS,Pending Trial
FIR-293/2025-c297,2025-04-30,Hubballi Dharwad City,Vidyanagar PS,15.34822,75.1633,NDPS,Pending Trial
FIR-179/2026-b1d1,2025-09-12,Tumakuru,Kyathasandra PS,13.30901,77.10099,Cheating,Pending Trial
FIR-612/2025-29aa,2025-02-26,Tumakuru,Kyathasandra PS,13.35873,77.10517,Assault,Pending Trial
FIR-164/2026-14cf,2025-10-12,Belagavi Dist,Tilakwadi PS,15.82443,74.45185,Cheating,Under Investigation
FIR-554/2025-8a69,2025-07-07,Belagavi Dist,Tilakwadi PS,15.87593,74.49065,Theft,Under Investigation
FIR-471/2026-f7d7,2025-10-14,Mysuru City,Devaraja PS,12.25237,76.62988,Robbery,Under Investigation
FIR-146/2026-76b6,2025-05-19,Belagavi Dist,Khadebazar PS,15.85966,74.5374,Cheating,Under Investigation
FIR-246/2026-7c96,2025-04-05,Mysuru City,Kuvempunagar PS,12.27966,76.59872,Assault,Under Investigation
FIR-568/2025-5d73,2025-08-21,Bengaluru City,Koramangala PS,12.9842,77.61016,Cheating,Charge Sheeted
FIR-260/2025-6f89,2025-03-25,Bengaluru City,Cubbon Park PS,13.00885,77.62843,Robbery,Closed
FIR-900/2025-cb03,2025-08-21,Hubballi Dharwad City,Dharwad Suburban PS,15.32746,75.0808,NDPS,Closed
FIR-274/2026-6347,2025-10-09,Hubballi Dharwad City,Dharwad Suburban PS,15.35635,75.15896,Assault,Under Investigation
FIR-165/2025-a31b,2025-03-01,Belagavi Dist,Tilakwadi PS,15.85874,74.52784,Robbery,Charge Sheeted
FIR-164/2025-87bb,2025-01-09,Belagavi Dist,Tilakwadi PS,15.86496,74.47764,Murder,Pending Trial
FIR-248/2025-5af9,2025-12-15,Tumakuru,Kyathasandra PS,13.34882,77.06093,Cyber Crime,Closed
FIR-795/2025-e0d0,2025-06-19,Hubballi Dharwad City,Hubballi Town PS,15.38854,75.13696,Robbery,Closed
FIR-752/2025-5ea1,2025-12-29,Tumakuru,Tumakuru Town PS,13.28979,77.10163,Cyber Crime,Charge Sheeted
FIR-135/2025-9f6c,2025-01-22,Tumakuru,Kyathasandra PS,13.34051,77.13719,POCSO,Charge Sheeted
FIR-882/2025-3f87,2025-11-18,Tumakuru,Kyathasandra PS,13.35727,77.07317,POCSO,Charge Sheeted
FIR-429/2026-9fc7,2025-03-22,Tumakuru,Kyathasandra PS,13.31817,77.05393,Assault,Closed
FIR-302/2026-7737,2025-07-06,Bengaluru City,Indiranagar PS,12.97798,77.58578,Cheating,Closed
FIR-196/2025-708d,2025-02-19,Hubballi Dharwad City,Hubballi Town PS,15.38364,75.0862,POCSO,Charge Sheeted
FIR-405/2026-1969,2025-11-03,Belagavi Dist,Khadebazar PS,15.83711,74.52283,Murder,Pending Trial
FIR-585/2025-1b7e,2025-11-10,Belagavi Dist,Tilakwadi PS,15.8503,74.53604,Robbery,Under Investigation
FIR-904/2026-04ad,2025-09-11,Hubballi Dharwad City,Hubballi Town PS,15.35367,75.15543,Cyber Crime,Closed
FIR-883/2026-b356,2025-01-22,Tumakuru,Kyathasandra PS,13.35682,77.1327,Murder,Pending Trial
FIR-283/2026-54d4,2025-12-27,Mysuru City,Kuvempunagar PS,12.29186,76.63715,Cheating,Pending Trial
FIR-851/2026-dfd6,2025-07-25,Hubballi Dharwad City,Dharwad Suburban PS,15.35018,75.11507,Cheating,Under Investigation
FIR-995/2026-3e36,2025-01-15,Tumakuru,Kyathasandra PS,13.35003,77.0771,NDPS,Charge Sheeted
FIR-454/2025-022c,2025-02-18,Tumakuru,Tumakuru Town PS,13.35803,77.08683,Theft,Closed
FIR-824/2026-1040,2025-01-18,Bengaluru City,Koramangala PS,12.92718,77.64447,Theft,Under Investigation
FIR-306/2026-507e,2025-08-03,Mysuru City,Saraswathipuram PS,12.25327,76.67057,Cheating,Charge Sheeted
FIR-511/2025-006a,2025-07-28,Tumakuru,Tumakuru Town PS,13.34633,77.12209,Assault,Charge Sheeted
FIR-366/2026-2a7a,2025-08-20,Mysuru City,Saraswathipuram PS,12.26871,76.64187,Cyber Crime,Pending Trial
FIR-136/2026-9ad6,2025-07-15,Hubballi Dharwad City,Hubballi Town PS,15.33253,75.15114,Cyber Crime,Closed
FIR-559/2025-583a,2025-09-26,Belagavi Dist,Tilakwadi PS,15.87984,74.54354,Robbery,Closed
FIR-248/2026-e4e2,2025-03-30,Tumakuru,Kyathasandra PS,13.33131,77.1057,POCSO,Pending Trial
FIR-936/2026-6693,2025-08-11,Tumakuru,Kyathasandra PS,13.38305,77.11923,Cyber Crime,Charge Sheeted
FIR-179/2026-eb9a,2025-08-07,Hubballi Dharwad City,Dharwad Suburban PS,15.41209,75.12803,Theft,Pending Trial
FIR-913/2025-b25c,2025-02-15,Hubballi Dharwad City,Dharwad Suburban PS,15.37581,75.10012,Assault,Charge Sheeted
FIR-573/2026-f6e0,2025-10-12,Tumakuru,Tumakuru Town PS,13.34588,77.07603,Robbery,Closed
FIR-883/2025-fc4e,2025-11-05,Hubballi Dharwad City,Hubballi Town PS,15.32564,75.15344,NDPS,Pending Trial
FIR-447/2025-cf39,2025-10-17,Belagavi Dist,Tilakwadi PS,15.83849,74.47747,Cyber Crime,Closed
FIR-599/2025-01be,2025-07-30,Tumakuru,Tumakuru Town PS,13.31254,77.14836,Cheating,Pending Trial
FIR-343/2026-9a6c,2025-05-05,Belagavi Dist,Khadebazar PS,15.81328,74.50928,NDPS,Closed
FIR-658/2025-e6a5,2025-12-15,Hubballi Dharwad City,Dharwad Suburban PS,15.35245,75.09372,NDPS,Charge Sheeted
FIR-752/2025-6350,2025-05-10,Tumakuru,Tumakuru Town PS,13.34679,77.0592,NDPS,Charge Sheeted
FIR-801/2026-c73c,2025-01-30,Belagavi Dist,Belagavi Camp PS,15.88077,74.51924,Cyber Crime,Under Investigation
FIR-298/2026-3a5f,2025-03-31,Tumakuru,Kyathasandra PS,13.37724,77.06389,Assault,Under Investigation
FIR-959/2026-40f3,2025-02-24,Bengaluru City,Koramangala PS,13.00156,77.57126,Cyber Crime,Pending Trial
FIR-838/2026-d88d,2025-03-18,Tumakuru,Tumakuru Town PS,13.33121,77.1315,NDPS,Closed
FIR-130/2026-cc9a,2025-04-25,Belagavi Dist,Belagavi Camp PS,15.80156,74.45028,Assault,Charge Sheeted
FIR-429/2026-dade,2025-11-25,Bengaluru City,Indiranagar PS,12.98047,77.5496,Cyber Crime,Pending Trial
FIR-535/2026-ea71,2025-08-04,Hubballi Dharwad City,Dharwad Suburban PS,15.41117,75.17114,POCSO,Charge Sheeted
FIR-177/2025-d570,2025-12-03,Belagavi Dist,Tilakwadi PS,15.89359,74.49556,POCSO,Pending Trial
FIR-136/2026-920b,2025-06-01,Hubballi Dharwad City,Hubballi Town PS,15.37257,75.16695,Assault,Pending Trial
FIR-156/2025-fe2b,2025-02-18,Belagavi Dist,Tilakwadi PS,15.82358,74.44975,Assault,Under Investigation
FIR-800/2026-25a6,2025-07-31,Tumakuru,Tumakuru Town PS,13.37011,77.05996,Theft,Under Investigation
FIR-465/2026-f5aa,2025-01-04,Hubballi Dharwad City,Vidyanagar PS,15.33291,75.15385,POCSO,Pending Trial
FIR-219/2025-ec71,2025-04-12,Mysuru City,Devaraja PS,12.31895,76.68363,Theft,Under Investigation
FIR-520/2025-8a34,2025-12-02,Tumakuru,Tumakuru Town PS,13.31208,77.07688,NDPS,Charge Sheeted
FIR-184/2026-ad83,2025-08-25,Tumakuru,Kyathasandra PS,13.29197,77.09745,Assault,Under Investigation
FIR-176/2026-8675,2025-04-23,Tumakuru,Kyathasandra PS,13.29601,77.13145,Theft,Closed
FIR-471/2025-21ba,2025-10-11,Hubballi Dharwad City,Dharwad Suburban PS,15.37522,75.14052,Robbery,Pending Trial
FIR-531/2026-7d98,2025-02-19,Hubballi Dharwad City,Dharwad Suburban PS,15.39904,75.0994,Cheating,Closed
FIR-553/2025-02bc,2025-07-24,Hubballi Dharwad City,Hubballi Town PS,15.3166,75.14667,Murder,Under Investigation
FIR-690/2026-5eca,2025-04-28,Tumakuru,Tumakuru Town PS,13.33631,77.12024,Assault,Closed
FIR-664/2025-dbe2,2025-12-25,Belagavi Dist,Belagavi Camp PS,15.81328,74.45938,Cyber Crime,Closed
FIR-499/2025-06a2,2025-09-03,Belagavi Dist,Tilakwadi PS,15.86427,74.49476,Assault,Charge Sheeted
FIR-704/2025-8112,2025-12-02,Tumakuru,Tumakuru Town PS,13.32664,77.08658,Cheating,Pending Trial
FIR-288/2026-d412,2025-12-18,Tumakuru,Kyathasandra PS,13.36673,77.09071,Theft,Charge Sheeted
FIR-277/2025-4441,2025-05-05,Tumakuru,Tumakuru Town PS,13.31596,77.12695,Theft,Pending Trial
FIR-761/2026-6dfd,2025-12-09,Tumakuru,Kyathasandra PS,13.30207,77.11334,Murder,Pending Trial
FIR-626/2026-1128,2025-05-27,Belagavi Dist,Tilakwadi PS,15.82846,74.52631,Assault,Closed
FIR-837/2025-84f9,2025-05-20,Bengaluru City,Cubbon Park PS,12.96573,77.61548,NDPS,Under Investigation
FIR-655/2025-7230,2025-05-05,Tumakuru,Tumakuru Town PS,13.32785,77.13618,Murder,Under Investigation
FIR-478/2026-877e,2025-01-14,Tumakuru,Tumakuru Town PS,13.34058,77.08125,Cheating,Charge Sheeted
FIR-160/2025-4393,2025-12-10,Hubballi Dharwad City,Vidyanagar PS,15.36251,75.10536,POCSO,Charge Sheeted
FIR-516/2025-aebf,2025-04-19,Bengaluru City,Malleswaram PS,12.96111,77.54935,NDPS,Pending Trial
FIR-968/2025-e28c,2025-06-02,Bengaluru City,Indiranagar PS,13.01074,77.55815,Theft,Charge Sheeted
FIR-374/2025-4c68,2025-11-16,Hubballi Dharwad City,Dharwad Suburban PS,15.33654,75.08155,Cheating,Under Investigation
FIR-684/2026-c590,2025-11-14,Bengaluru City,Cubbon Park PS,12.92979,77.61722,Robbery,Charge Sheeted
FIR-950/2026-a4e4,2025-11-28,Belagavi Dist,Tilakwadi PS,15.83179,74.49147,Robbery,Pending Trial
FIR-358/2025-7250,2025-01-14,Hubballi Dharwad City,Dharwad Suburban PS,15.39906,75.09155,Murder,Pending Trial
FIR-744/2025-63cd,2025-02-05,Belagavi Dist,Belagavi Camp PS,15.82417,74.45278,Murder,Pending Trial
FIR-483/2025-849a,2025-12-27,Hubballi Dharwad City,Vidyanagar PS,15.32155,75.10761,Cheating,Under Investigation
FIR-552/2026-9f61,2025-01-30,Tumakuru,Tumakuru Town PS,13.35041,77.11949,POCSO,Under Investigation
FIR-136/2026-19b3,2025-01-10,Bengaluru City,Malleswaram PS,12.96221,77.5617,Murder,Pending Trial
FIR-598/2025-b505,2025-01-22,Belagavi Dist,Tilakwadi PS,15.86755,74.51265,Cyber Crime,Charge Sheeted
FIR-994/2025-7ff3,2025-07-09,Bengaluru City,Malleswaram PS,13.001,77.63989,Cyber Crime,Pending Trial
FIR-424/2026-2777,2025-06-30,Belagavi Dist,Tilakwadi PS,15.8873,74.51237,Murder,Closed
FIR-346/2025-b37a,2025-10-07,Tumakuru,Tumakuru Town PS,13.31235,77.06421,Cyber Crime,Closed
FIR-649/2026-4bdc,2025-10-15,Mysuru City,Devaraja PS,12.29424,76.59026,NDPS,Closed
FIR-993/2026-a480,2025-08-29,Mysuru City,Kuvempunagar PS,12.28901,76.61033,POCSO,Closed
FIR-914/2025-937d,2025-10-30,Bengaluru City,Malleswaram PS,12.98547,77.60801,POCSO,Pending Trial
FIR-366/2026-6075,2025-10-10,Tumakuru,Kyathasandra PS,13.32755,77.07352,Assault,Closed
FIR-174/2026-cc51,2025-08-22,Bengaluru City,Koramangala PS,12.9709,77.59744,Murder,Pending Trial
FIR-477/2025-d404,2025-04-20,Tumakuru,Kyathasandra PS,13.30108,77.05565,Robbery,Pending Trial
FIR-323/2025-e4c0,2025-07-18,Hubballi Dharwad City,Hubballi Town PS,15.38711,75.13201,Theft,Under Investigation
FIR-158/2025-cd1e,2025-12-09,Hubballi Dharwad City,Hubballi Town PS,15.41273,75.15685,Assault,Closed
FIR-677/2026-c345,2025-08-14,Tumakuru,Tumakuru Town PS,13.31528,77.09102,NDPS,Under Investigation
FIR-662/2026-ecc5,2025-01-23,Bengaluru City,Koramangala PS,12.95418,77.57353,POCSO,Under Investigation
FIR-284/2025-b13c,2025-09-15,Bengaluru City,Malleswaram PS,13.00589,77.59989,Robbery,Closed
FIR-965/2025-6253,2025-05-07,Bengaluru City,Cubbon Park PS,12.95493,77.63896,Theft,Closed
FIR-539/2025-6789,2025-01-29,Hubballi Dharwad City,Vidyanagar PS,15.40893,75.08485,Cyber Crime,Pending Trial
FIR-273/2026-3e63,2025-12-07,Belagavi Dist,Khadebazar PS,15.89375,74.50677,NDPS,Under Investigation
FIR-840/2026-6d42,2025-06-20,Belagavi Dist,Tilakwadi PS,15.8329,74.50926,NDPS,Closed
FIR-159/2026-b407,2025-01-17,Belagavi Dist,Tilakwadi PS,15.82475,74.5314,Murder,Pending Trial
FIR-758/2026-2b76,2025-08-01,Belagavi Dist,Khadebazar PS,15.88668,74.47825,Robbery,Closed
FIR-828/2026-80fa,2025-04-05,Tumakuru,Kyathasandra PS,13.29794,77.08842,Cyber Crime,Closed
FIR-482/2026-947a,2025-01-19,Mysuru City,Saraswathipuram PS,12.28287,76.63484,POCSO,Pending Trial
FIR-680/2025-bd9d,2025-04-07,Tumakuru,Tumakuru Town PS,13.29443,77.12512,Theft,Closed
FIR-580/2025-7295,2025-01-07,Tumakuru,Tumakuru Town PS,13.31764,77.07037,Murder,Pending Trial
FIR-346/2025-3afb,2025-05-28,Belagavi Dist,Tilakwadi PS,15.89579,74.46898,NDPS,Charge Sheeted
FIR-543/2025-69f9,2025-03-30,Mysuru City,Kuvempunagar PS,12.28951,76.68211,NDPS,Charge Sheeted
FIR-126/2025-8463,2025-01-27,Mysuru City,Devaraja PS,12.27238,76.6669,Theft,Under Investigation
FIR-574/2025-7c04,2025-06-24,Hubballi Dharwad City,Dharwad Suburban PS,15.3486,75.10195,Murder,Closed
FIR-269/2025-831b,2025-02-19,Bengaluru City,Indiranagar PS,12.95494,77.62763,Assault,Under Investigation
FIR-120/2026-652b,2025-12-03,Hubballi Dharwad City,Dharwad Suburban PS,15.38482,75.10177,POCSO,Charge Sheeted
FIR-375/2025-7a6b,2025-04-02,Tumakuru,Tumakuru Town PS,13.2933,77.12458,POCSO,Charge Sheeted
FIR-752/2026-e2e4,2025-12-03,Belagavi Dist,Belagavi Camp PS,15.88284,74.51525,POCSO,Under Investigation
FIR-508/2025-b1fb,2025-07-27,Hubballi Dharwad City,Hubballi Town PS,15.41243,75.13269,Robbery,Charge Sheeted
FIR-606/2025-894a,2025-10-31,Hubballi Dharwad City,Dharwad Suburban PS,15.35544,75.17192,Murder,Under Investigation
FIR-597/2025-72ad,2025-08-11,Bengaluru City,Koramangala PS,12.9487,77.61715,Cheating,Under Investigation
FIR-117/2025-bab3,2025-03-08,Hubballi Dharwad City,Vidyanagar PS,15.36219,75.13516,Assault,Under Investigation
FIR-884/2025-c8eb,2025-09-15,Tumakuru,Kyathasandra PS,13.34622,77.11619,NDPS,Charge Sheeted
FIR-665/2025-bab9,2025-06-11,Bengaluru City,Cubbon Park PS,13.01527,77.63902,Theft,Closed
FIR-302/2025-44f2,2025-11-18,Hubballi Dharwad City,Hubballi Town PS,15.31932,75.13537,Assault,Charge Sheeted
FIR-447/2026-58b0,2025-09-18,Hubballi Dharwad City,Hubballi Town PS,15.39713,75.17213,Murder,Under Investigation
FIR-253/2025-0124,2025-02-28,Bengaluru City,Cubbon Park PS,12.99751,77.55174,Cheating,Closed
FIR-636/2026-39bd,2025-09-05,Bengaluru City,Malleswaram PS,12.9544,77.56319,Assault,Charge Sheeted
FIR-571/2026-90f2,2025-04-10,Tumakuru,Kyathasandra PS,13.31505,77.05851,POCSO,Pending Trial
FIR-393/2026-16b6,2025-10-23,Hubballi Dharwad City,Dharwad Suburban PS,15.38706,75.13338,Murder,Pending Trial
FIR-188/2025-8182,2025-12-06,Bengaluru City,Koramangala PS,12.95988,77.61514,Cyber Crime,Charge Sheeted
FIR-173/2025-5b5c,2025-10-07,Bengaluru City,Indiranagar PS,12.98673,77.58871,Murder,Under Investigation
FIR-417/2026-b10a,2025-11-18,Hubballi Dharwad City,Dharwad Suburban PS,15.3742,75.15422,Theft,Under Investigation
FIR-996/2026-05c6,2025-08-04,Belagavi Dist,Belagavi Camp PS,15.83237,74.49754,Cyber Crime,Under Investigation
FIR-864/2026-42c5,2025-10-25,Mysuru City,Saraswathipuram PS,12.33847,76.61297,POCSO,Under Investigation
FIR-504/2025-b0f6,2025-06-22,Bengaluru City,Cubbon Park PS,12.93332,77.63821,POCSO,Charge Sheeted
FIR-233/2026-aa2a,2025-03-12,Belagavi Dist,Belagavi Camp PS,15.80256,74.54754,Cheating,Charge Sheeted
FIR-896/2025-4473,2025-08-17,Bengaluru City,Koramangala PS,12.94798,77.57045,Theft,Charge Sheeted
FIR-658/2025-d810,2025-10-10,Belagavi Dist,Belagavi Camp PS,15.80792,74.54242,Cheating,Closed
FIR-378/2025-e0be,2025-04-04,Mysuru City,Kuvempunagar PS,12.28069,76.68444,Robbery,Closed
FIR-528/2026-3d5b,2025-07-02,Belagavi Dist,Khadebazar PS,15.86354,74.48714,POCSO,Closed
FIR-419/2025-ea3c,2025-09-25,Belagavi Dist,Khadebazar PS,15.87452,74.5241,Murder,Under Investigation
FIR-432/2025-7b1f,2025-04-26,Belagavi Dist,Belagavi Camp PS,15.82175,74.51117,POCSO,Charge Sheeted
FIR-661/2026-6ccc,2025-02-03,Hubballi Dharwad City,Hubballi Town PS,15.32015,75.12223,Robbery,Closed
FIR-857/2025-edcb,2025-05-27,Belagavi Dist,Belagavi Camp PS,15.81026,74.50427,Murder,Closed
FIR-284/2026-cdd6,2025-01-01,Hubballi Dharwad City,Vidyanagar PS,15.3334,75.15464,Assault,Under Investigation
FIR-628/2025-c60f,2025-10-22,Hubballi Dharwad City,Hubballi Town PS,15.38923,75.09224,POCSO,Closed
FIR-780/2026-bbc9,2025-05-03,Belagavi Dist,Tilakwadi PS,15.89721,74.53381,POCSO,Pending Trial
FIR-311/2025-120e,2025-04-11,Tumakuru,Tumakuru Town PS,13.35731,77.13848,Murder,Charge Sheeted
FIR-592/2025-dd78,2025-01-10,Tumakuru,Kyathasandra PS,13.30651,77.15118,Robbery,Charge Sheeted
FIR-537/2025-c880,2025-04-05,Belagavi Dist,Tilakwadi PS,15.86388,74.52949,NDPS,Charge Sheeted
FIR-678/2026-1dbd,2025-07-17,Hubballi Dharwad City,Hubballi Town PS,15.33844,75.09493,Robbery,Closed
FIR-125/2026-5196,2025-07-31,Mysuru City,Devaraja PS,12.24631,76.68409,Cyber Crime,Pending Trial
FIR-698/2025-45a8,2025-05-24,Bengaluru City,Cubbon Park PS,12.95273,77.56098,Cyber Crime,Charge Sheeted
FIR-468/2026-7ab6,2025-07-26,Tumakuru,Tumakuru Town PS,13.35297,77.06246,NDPS,Closed
FIR-315/2025-21c5,2025-01-04,Bengaluru City,Koramangala PS,12.97646,77.62071,NDPS,Charge Sheeted
FIR-739/2025-6d6d,2025-10-01,Bengaluru City,Koramangala PS,12.98597,77.54765,NDPS,Pending Trial
FIR-361/2026-627d,2025-10-05,Mysuru City,Devaraja PS,12.29588,76.59508,POCSO,Closed
